tmID_raw  tmID  franchID  confID  year  arena  o_fgm  o_fga  o_ftm  o_fta  o_3pm  o_oreb  o_dreb  o_reb  o_asts  o_pf  o_stl  o_to  o_blk  o_pts  d_fga  d_ftm  d_3pm  d_3pa  d_oreb  d_dreb  d_asts  d_pf  d_stl  d_to  d_blk  d_pts  prev_won  roll3_won
     IND     4         5       0     3      5    731   1825    455    580    180     315     633    948     447   559    268   438    100   2097   1817    359    162    464     288     644     507   647    226   470    145   2129      10.0        9.5
     LAS     5         6       1     1     11    861   1956    545    693    150     308     783   1091     586   705    271   466    156   2417   1963    495    122    413     300     678     445   650    243   485    105   2169       NaN        NaN
     LAS     5         6       1     2     11    916   2031    449    594    160     350     755   1105     596   616    281   438    138   2441   1985    416    192    603     294     627     538   591    234   453    114   2166      28.0       28.0
     LAS     5         6       1     3     11    891   2002    476    645    194     329     814   1143     583   664    257   517    161   2452   2040    480    163    521     314     645     508   623    275   453    111   2235      28.0       28.0
     MIA     6         7       0     1      1    647   1774    452    664     85     365     595    960     415   707    272   524     88   1831   1676    454    117    315     275     648     416   661    247   528    118   2001       NaN        NaN
     MIA     6         7       0     2      1    754   1826    356    469     93     292     651    943     467   602    300   448    153   1957   1725    420    120    395     301     667     388   538    259   512     87   1898      13.0       13.0
     MIA     6         7       0     3      1    774   1856    369    529    129     296     573    869     476   643    274   435     96   2046   1722    469    129    382     278     693     446   588    222   515    104   2088      20.0       16.5
     MIN     7         8       1     1     12    770   1831    449    592    204     258     612    870     495   690    237   497     63   2193   1758    514    164    481     300     677     472   707    275   547    130   2188       NaN        NaN
     MIN     7         8       1     2     12    671   1810    559    727    176     308     693   1001     437   695    210   507    127   2077   1927    499    153    472     328     688     511   719    259   470    126   2156      15.0       15.0
     MIN     7         8       1     3     12    727   1775    383    578    166     309     650    959     466   617    226   529    102   2003   1807    469    141    389     302     612     495   618    273   465    117   2104      12.0       13.5
     NYL     8         9       0     1      8    792   1815    429    567    135     288     652    940     477   617    246   474    102   2148   1822    437    116    420     320     647     462   645    223   479     94   2035       NaN        NaN
     NYL     8         9       0     2      8    833   1828    336    500    160     255     660    915     553   616    265   437     82   2162   1759    461    133    394     304     679     430   600    223   496     76   2082      20.0       20.0
     NYL     8         9       0     3      8    772   1740    400    567    145     260     610    870     496   638    261   458    100   2089   1733    484    149    434     312     649     410   597    228   478     88   2015      21.0       20.5
     ORL     9         2       0     1      2    833   1911    397    546    145     319     606    925     473   583    255   486    130   2208   1964    378    153    450     348     669     536   637    264   500    108   2233       NaN        NaN
     ORL     9         2       0     2      2    768   1914    430    587    174     356     614    970     452   643    320   532    125   2140   1831    436    157    438     316     659     534   600    298   546    114   2205      16.0       16.0
     ORL     9         2       0     3      2    808   1914    493    646    145     320     595    915     446   669    295   456    113   2254   1862    491    156    422     362     684     519   637    251   541    108   2255      13.0       14.5
     PHO    10        10       1     1     14    803   1800    513    661    124     275     619    894     465   630    285   429     91   2243   1828    421    135    416     334     635     486   699    224   531     91   2102       NaN        NaN
     PHO    10        10       1     2     14    767   1894    429    587    101     300     642    942     514   625    292   519    138   2064   1892    462    137    391     333     698     524   603    283   517    127   2169      20.0       20.0
     PHO    10        10       1     3     14    793   1889    405    538    100     292     626    918     427   623    267   501     94   2091   1870    436    155    388     309     692     532   600    268   491    127   2291      13.0       16.5
     POR    11        11       1     1     10    761   1828    488    697    145     309     627    936     480   761    265   593     93   2155   1847    577    150    447     307     646     487   729    277   531    130   2303       NaN        NaN
     POR    11        11       1     2     10    733   1891    450    612    172     300     696    996     451   633    244   500    106   2088   1944    461    159    410     343     763     501   643    293   474    144   2202      10.0       10.0
     POR    11        11       1     3     10    829   1951    410    564    127     307     641    948     492   623    239   493    120   2195   1885    463    126    348     334     678     486   616    272   508    139   2227      11.0       10.5
     SAC    12        12       1     1      0    876   1993    449    650    142     388     650   1038     567   571    332   458    157   2343   1918    410    144    418     320     631     503   600    226   524    116   2176       NaN        NaN
     SAC    12        12       1     2      0    837   1974    457    618    163     374     723   1097     558   588    276   494    158   2294   2003    415    116    400     343     662     496   616    261   481    143   2139      21.0       21.0
     SAC    12        12       1     3      0    780   1945    494    653    112     301     648    949     500   675    247   456    109   2166   1944    515    149    453     352     723     493   633    233   496    128   2294      20.0       20.5
     SEA    13        14       1     1      7    667   1740    379    561    109     256     537    793     390   648    255   525     93   1822   1721    498    117    334     288     721     506   618    284   529    123   2171       NaN        NaN
     SEA    13        14       1     2      7    689   1821    415    606    128     306     585    891     412   605    273   431    127   1921   1750    417    125    325     296     756     492   588    228   519    127   2048       6.0        6.0
     SEA    13        14       1     3      7    794   1948    418    543    182     362     633    995     514   623    282   477    151   2188   1818    435    102    342     307     662     488   563    254   531    125   2103      10.0        8.0
     UTA    14        13       1     1      6    858   1896    609    790     88     348     732   1080     522   698    214   544    157   2413   1964    531    156    448     313     598     503   702    301   437    112   2407       NaN        NaN
     UTA    14        13       1     2      6    811   1849    507    675     78     295     775   1070     524   622    202   493    156   2207   1976    489    125    429     344     630     478   645    275   390    148   2192      18.0       18.0
     UTA    14        13       1     3      6    843   1911    643    844     89     347     721   1068     478   665    228   522    178   2418   2067    516    126    377     361     645     489   724    260   444    149   2344      19.0       18.5
     WAS    15        15       0     1     15    832   1813    403    578    109     300     646    946     521   597    245   506    126   2176   1875    382    149    397     299     612     513   595    261   456    102   2221       NaN        NaN
     WAS    15        15       0     2     15    739   1915    333    504    117     356     699   1055     424   537    257   495    127   1928   1945    347    146    408     331     737     487   543    261   454    103   2075      14.0       14.0
     WAS    15        15       0     3     15    806   1910    359    478    164     330     708   1038     516   583    221   455     94   2135   1903    397    147    446     309     680     442   570    237   441    101   2116      10.0       12.0
